,
,■ 欢迎使用匿名科创地面站!!  匿名科创: www.anotc.com  匿名论坛: www.anobbs.com ■,
USER_DATA1,USER_DATA2,USER_DATA3,USER_DATA4,USER_DATA5,USER_DATA6,USER_DATA7,USER_DATA8,
156.212341308594,15613,170460848,203227152,203161424,170393488,-84.1808624267578,-78.7065658569336,
156.240478515625,15616,170460704,203227312,203161568,170393328,-83.0559692382813,-79.1360549926758,
156.245162963867,15616,170460544,203226960,203161216,170393168,-83.9075317382813,-78.8261566162109,
156.212341308594,15613,170460912,203227088,203161360,170393552,-83.983772277832,-78.6305618286133,
156.282684326172,15620,170460768,203227248,203161504,170393392,-83.1212463378906,-79.0373458862305,
156.212341308594,15613,170460608,203226864,203161152,170393248,-83.759407043457,-78.8383026123047,
156.217025756836,15613,170460464,203227024,203161296,170393104,-84.4799346923828,-78.6908645629883,
156.27799987793,15619,170460848,203227168,203161424,170393456,-83.2189102172852,-78.9057006835938,
156.231094360352,15615,170460672,203227328,203161600,170393312,-83.8738479614258,-78.6576919555664,
156.193572998047,15611,170460512,203226960,203161248,170393168,-85.0213012695313,-79.0098495483398,
156.292068481445,15621,170460896,203227136,203161376,170393520,-83.458984375,-79.0650177001953,
156.207641601563,15612,170460720,203227280,203161552,170393360,-83.653694152832,-78.4323043823242,
156.235794067383,15615,170460576,203226912,203161184,170393216,-82.7662734985352,-78.9533004760742,
156.198257446289,15611,170460928,203227072,203161344,170393584,-83.6785049438477,-78.8180847167969,
156.198257446289,15611,170460784,203227216,203161488,170393424,-84.4023742675781,-78.7559967041016,
156.235794067383,15615,170460624,203226864,203161136,170393264,-83.3009414672852,-79.0182952880859,
156.221710205078,15614,170460480,203227008,203161280,170393120,-83.3029098510742,-78.460075378418,
156.207641601563,15612,170460832,203227168,203161440,170393488,-83.0638961791992,-79.0842742919922,
156.188888549805,15610,170460672,203226816,203161088,170393328,-83.2612838745117,-78.7440795898438,
156.184188842773,15610,170460512,203226960,203161248,170393168,-84.0288467407227,-78.5539627075195,
156.235794067383,15615,170460896,203227104,203161376,170393536,-82.6426467895508,-78.9283981323242,
156.212341308594,15613,170460736,203227264,203161536,170393376,-83.7817001342773,-78.7440795898438,
156.226409912109,15614,170460576,203226896,203161184,170393216,-84.9012069702148,-78.9762496948242,
156.231094360352,15615,170460944,203227072,203161328,170393584,-83.0148391723633,-78.7859268188477,
156.193572998047,15611,170460768,203227216,203161504,170393424,-83.9098052978516,-78.4489440917969,
